student_id,python,java,c,cpp,web_dev,dsa,ml,dl,stats,sql,data_visualization,cloud,git,linux,communication,teamwork,problem_solving,leadership,creativity,time_management,age,cgpa,course,year,learning_hours,internships,certifications
11,5.0731646143750755,9.196643615282067,7.843872756015234,5.339894529511998,7.60589985303899,4.8697372564151875,5.461409548263411,7.722831682202401,3.913417588676924,8.192316125763313,5.515940248474369,5.912364648749626,4.0474019275791004,6.455124448768323,5.370337635625377,4.501272998167742,6.979046070499095,7.362762060937375,5.0317913699614865,4.440752322391374,25,7.97,IT,4,2.7,3,6
12,5.068540492859486,7.467095627011732,7.702819873525309,9.10992545545153,6.896196426702049,8.574362093412182,2.5545133506914564,5.978160075898032,10.0,3.404487426310369,6.0651011095747505,5.766841433114276,2.0795325227748624,6.701401072402816,4.2157463226093945,4.690955530495391,2.8287885565554154,5.350783200328571,7.720798160601406,2.7740830495543,21,8.21,Cyber,1,1.0,2,2
13,6.483924543132068,6.017567309796296,3.3684051835637177,7.849652424753474,4.827544611438001,7.452077586220721,3.694531697720719,6.594433385774614,6.464069357007824,6.3577094472658375,8.0743025806091,9.723124575606562,9.54812677281437,8.522894265418511,7.36591511376266,6.13741411838797,3.9522188958951694,6.285284236473787,3.9460386565233754,6.190845308773874,23,6.86,DS,4,2.1,0,4
14,2.173439510684404,5.524633366078032,5.0680980438558985,8.295041233264485,3.90729992862516,3.846153762631309,5.194120301721454,4.596101579837385,6.00710254654073,6.6968144358572985,8.252454020648297,4.288543315116064,6.630669828155487,4.244019965828516,1.0,7.735324024630683,4.050680887470788,6.329635837808385,5.53329482794433,4.856601584959066,22,6.29,AIML,2,3.4,3,8
15,2.5501643349739345,6.153218140903319,7.645977184006643,7.639947284693572,7.04594314779389,6.87499659281691,1.0,5.310769428369101,5.147233185900859,10.0,4.315737716760452,4.790455689766669,5.085416342217611,7.807757207574802,5.5059265110656295,8.448920850528653,3.8950555700817957,6.985509893465405,6.902007231861822,9.23992223125358,21,7.38,Cyber,1,2.3,0,5
16,4.875424941518054,4.976472884115394,6.083083681127789,7.892487343230628,5.856971981454036,5.21883537470286,7.281288640019709,7.284084246723913,3.9385946982867313,5.364282522461633,6.725182550093741,7.426008021158038,5.016889410078755,6.133045003159089,4.064620431052451,5.283529476820305,4.78385045381485,5.048751440900083,6.130572466574756,8.837631370420436,21,7.22,IT,3,3.8,1,8
17,3.9743377593311524,1.7905009885619707,3.8526143076050716,4.623835746839363,3.321459369029398,4.635230829056869,3.254641800577861,5.7370035305232525,5.611164715387233,4.577463901817512,5.9843143148933775,2.826671437146839,6.293581075047545,4.43227198301494,6.005367341079486,6.275704683810063,10.0,8.409306235591757,6.978178992733238,2.265719278470723,21,8.6,IT,2,1.4,1,6
18,6.628494665190548,10.0,6.916635878250883,5.602795689293031,2.966283166983363,3.028521068554986,7.373676266530276,3.7900519686056615,7.948845478331422,6.7018672187012935,5.8689283037925835,5.918989075302387,8.082036821043118,6.927294623483077,10.0,5.296279112514389,4.243889785005305,8.074707595395225,5.654314684063891,5.471179472392414,22,8.61,AIML,4,2.2,0,9
19,4.183951848957578,6.310649998398803,4.570385482017059,4.0201693739529025,4.082592541712833,7.943837387640489,7.19783200894182,6.22314811010456,5.9686440812380015,4.15047482606109,8.660615900861432,6.2834408666490535,2.980423726257028,6.167647004613768,9.34832071466953,5.174127317419386,2.772409860653508,9.756280374255287,7.139170769722849,4.483167476586518,19,6.13,DS,2,0.6,2,3
20,3.175392597329417,6.796294530245074,9.589049696784425,5.579023938925934,9.64193445053246,3.272273700665723,4.912613913775232,6.771350033676803,7.220568171786097,6.819153778628422,5.524923720212148,6.866699480182826,5.198110880352512,4.386539607129169,5.010051221520567,4.936759161720815,6.98740784936404,4.195317878643713,7.186315358796552,3.6253852888307363,19,7.27,ECE,2,3.1,2,5
21,8.931297537843108,5.884184500246183,9.089682924836517,7.368209981869482,10.0,5.896073643980251,8.001096651403076,8.745777051344062,9.531414297013125,5.893023090791032,4.848845793449756,6.697746718906371,9.307934839909148,3.8609294864797197,5.629085172853509,3.272922218928701,6.48457317340927,6.365111480573349,7.708033017726881,5.661678685198728,19,7.85,AIML,2,0.9,2,4
22,5.548447399026928,4.529766398550824,7.208194852711134,6.269166569624494,6.40997829461782,4.107377508550263,7.486394689849867,8.305106537318943,4.839043639107614,4.492364691163332,4.370017391262971,9.97547471882151,7.649237911640201,5.130214763361781,4.324335856987011,7.7263376857641255,10.0,2.827342155392877,7.594188984106277,4.41957318897305,18,7.1,CSE,2,2.1,0,5
23,6.1350564093758475,5.628151038102459,8.722013409539548,8.62296163792059,6.297885592482577,7.5516878941398495,5.382077058330719,5.870728907292263,6.605749801316883,6.988767867642484,5.650906137588711,4.230474944584547,7.478615441109518,4.9779793040729405,5.698273691700934,6.203926879867068,5.918416265383533,3.7536124254452017,7.970299226452091,4.173181967300008,23,9.04,ECE,1,4.0,3,6
24,3.1505036275730864,2.8012104756113776,6.129582700246762,3.7171684155455615,5.327359256340958,5.331296347372099,5.1564807696166035,4.9053296706715095,8.008787121871356,6.216642738708178,4.529507462443689,4.711294399546809,6.815393022757788,8.441923705827271,7.472292038935036,9.05168377139636,1.425173938611973,7.4891045830216525,5.033879651807028,3.9649940982886327,23,5.85,Cyber,3,2.6,1,5
25,4.911234550949635,10.0,7.530874988750032,7.0004767013964795,4.131029303380996,5.7310746889593105,8.194465571328713,5.543397201276619,4.134192733066807,7.520640878086521,4.270436474921896,7.218900661527145,6.620962553065008,5.571500466760362,3.3726358784424195,7.64861052813759,5.145156223162227,5.765288773289061,5.145552172804563,8.653770562861908,25,6.75,IT,1,1.2,0,1
26,6.2218451794197325,3.530976003155208,8.95544059060415,3.503394396261364,8.750358115214489,5.798531474139934,6.464027678815328,4.952532985244153,6.35610565613161,9.304906747678984,4.220059748665811,6.452767530497647,5.06364979235651,5.253818278035638,9.13341199408092,5.199641740448281,5.105399634338813,4.067234726223121,6.404043037314572,5.603510301353389,25,7.56,CSE,3,0.5,3,6
27,3.6980128451553944,3.936067432305641,6.490997363588625,6.188352938347284,9.747152787794272,6.605140669871567,8.089394336736284,7.0123224514078935,9.744649049252722,4.996713842323755,4.338914591786401,6.702456143311053,4.883566964871949,8.257610273432107,7.828856946330742,3.7175062322892414,3.534275093297249,7.555557066920296,9.917975786943675,5.875072105088917,22,6.69,DS,1,0.9,2,6
28,6.751396036691344,5.119481591227199,5.489625656971433,7.480666845112958,4.213161828321429,6.026009527966619,1.222051851294526,8.0833302452313,5.319499239080368,5.176983912506362,4.4783352219653185,3.1896961342917685,7.612264895120731,8.699323018043325,7.741781512941908,9.73476363930207,4.874787954011861,6.6726978875428165,6.456318815082736,8.522277609732809,20,7.05,CSE,1,2.5,2,1
29,4.7987226201623905,8.576151449704755,2.5907560836457684,5.570994866351562,5.834323243150797,5.913453622077768,6.196970194038924,8.479668718588178,8.136693076007578,3.3087051608175515,6.798105443317082,10.0,4.920784872225448,4.337057060505393,6.764943269900679,2.602914123586695,5.700888449588768,1.2138339069081878,9.355491015543745,5.367346401604728,23,5.49,DS,2,2.8,3,0
30,5.416612500413446,6.029017998525308,5.833732948557012,7.102253208173912,5.100267398579664,4.963196049490444,2.8451818260612542,5.17558709500467,5.717726245580456,7.042060549194878,2.080034954785724,6.903052176560019,6.567665163589724,3.5124546341451084,4.192796901191467,5.316231086044351,5.878346411773662,8.209846351104977,8.960596887811432,6.639994563361227,21,8.83,IT,3,1.9,3,5
31,4.796586775541206,3.527728407939075,7.6468463691246225,4.080535330334132,5.159521850270046,2.850541253315814,5.948422985026474,4.975947201171763,9.599174034633979,4.710496905079079,4.596493504032953,2.835813620813323,6.303470982650124,7.030452094138516,8.02420161562534,5.347447565763094,3.239115073408834,6.121935404364868,8.97440330813729,4.552841625076042,19,8.15,IT,2,0.8,3,2
32,9.704556369017876,8.508676721514679,7.891266855135259,2.672620043607234,8.371816510859723,3.762898080916289,7.4276404166917676,5.159211150882738,2.7090642223257895,6.691055966333503,5.799740185283535,7.22261069017823,10.0,5.585230007002407,5.360538368442739,4.705837368555155,7.21872334765432,4.907245229606841,8.82478358699371,5.006958081404014,24,5.28,DS,3,1.7,0,4
33,5.973005550524132,7.462001253570962,7.0087301314368196,7.114059244975606,3.3760769092677565,7.436959477361291,9.478280291498205,2.135926099827682,6.129912382020568,8.330946441133255,8.297249240356278,3.793283540074088,5.679155407326623,4.909564083095544,2.6229440527744066,4.29730042059776,9.271877185041191,3.312224575654289,4.102779556929066,6.243975451723884,20,8.59,ECE,2,1.7,1,1
34,3.8845781420881993,7.076869914432905,4.91740181007552,9.488020468151465,6.932939381872613,5.388361073347404,4.123666543125628,3.5943752829061633,3.0422906097082203,4.631203131252335,5.5081459218468325,7.8582615697062375,8.336926624504006,8.076612651719511,6.159158664787202,3.557484930493386,6.561118299475655,6.923875345938453,3.842459994657836,6.400222830567254,23,7.25,DS,3,3.2,1,3
35,7.645089824206378,7.431468482341681,2.046356862104819,4.007910119660216,7.456476214611731,4.67198044455504,4.948590389396034,5.930893988122633,4.598246367438212,5.05143438659811,5.693353264234652,3.3688115173230178,7.41461021132783,5.478832287185892,3.681952559546987,4.548852150381152,8.21273571750085,5.035932221871028,4.278552558851958,7.491044446293192,19,7.07,ECE,4,2.9,3,4
36,3.5583127000579555,10.0,5.00956980399053,8.44438836021359,5.715697652796361,3.18854371116391,5.8089341858489245,6.758543480887939,4.58636242940961,8.029025331439767,5.82410659204376,8.012105537637524,5.765514225175336,9.836394229817575,4.789834211262584,5.897605639493191,6.362625357789903,5.7034049081616365,8.237274887633273,8.142207718862046,23,7.66,Cyber,1,2.3,1,0
37,6.4177271900095105,10.0,5.391310257892097,6.086846817632822,7.786135653973545,2.5607057198192957,4.0509377970762195,6.982346115765092,5.466087385732291,7.4148456667045535,2.3526246924445475,3.5584401399479217,3.512025328478881,6.0953718561058166,7.413422908614508,6.611389694289686,3.907055236975819,6.107964337279725,5.447197137351708,5.893214564516113,22,7.06,CSE,2,3.1,1,6
38,2.080659752240449,4.626569313993409,5.374142065619972,3.328616956613848,6.2953036810749,4.593586239743603,7.957119457578514,4.43901115625893,3.6234172986093602,7.202967158629727,7.318186201849863,4.051348982838982,5.894072883780705,6.328254425560775,5.760745244561081,4.950074166963394,6.541827917396827,7.0493784930134,4.7974599505198565,8.160472435817702,25,7.47,ECE,2,2.4,0,0
39,3.343627902203139,9.247769985622305,7.237112713955849,3.736989397295675,8.434259842312224,7.7761057080905145,5.859810909268753,5.017779704361292,5.856520884880975,5.217226268293495,7.234843140422749,6.275350928666071,7.798472853494399,10.0,5.925104405386426,4.939628588260909,4.994888930378543,6.573773601099252,5.165552996133634,4.354458002377264,25,6.38,DS,2,3.1,1,5
40,6.393722471738247,6.766336379517801,9.97135282202968,6.0315695467213,2.9555893901482917,4.885859612755363,6.243914046752092,5.460992386721078,6.920933008962356,3.1278607384593835,7.628992318573346,4.776684982651861,3.5503648395416714,6.61929432969988,8.336799353601943,3.915181556083722,3.7811030428289727,9.02819571804178,6.956687518920832,7.4127151163150256,20,7.1,AIML,4,2.5,2,1
41,7.476933159990821,6.998191632275499,6.247058403682186,5.1910754241517925,5.302449477986261,6.800971050482895,7.240346253548317,5.2377482023288815,2.936193734756868,4.576332243130727,10.0,4.891145187269596,7.671419003070602,4.587504821636634,1.4877671940491721,6.335087488994315,5.843841756964088,2.446804160023681,4.6069322254384755,4.529740579389742,20,6.71,ECE,3,2.4,3,9
42,6.342736562379941,2.615458336713343,5.5665364216870765,3.374174046483522,5.856373714297931,4.793880341204084,5.856576967249181,7.3760354413293285,4.730135019941057,3.981038970226031,3.4029567940255805,2.9403467508185206,8.685773740842349,3.959063486932662,8.249778294980949,6.0962149861871,7.640737521165749,4.853786105898579,4.998522867381006,4.599106949267765,20,8.02,ECE,3,2.0,1,4
43,5.768703435223519,5.659228469223608,5.481556373991815,2.61192143754919,1.0,7.277733392057698,4.36492174364827,3.3836517800761428,10.0,7.163092628107629,3.0239466707886526,5.340485656521443,6.192014139823798,5.076148935764112,6.29497531497847,6.759072116361243,5.31882834266188,8.163861944789648,5.39137488514409,8.062415492813093,21,7.37,DS,2,3.9,0,8
44,5.3977926088214225,4.37435281932687,6.2487695338154285,4.306561344146988,3.8280945328429303,5.2964983963826615,5.873959523403066,3.701408789914116,6.658474277731697,6.5690430732408505,7.411734629197976,7.767694309316344,7.827393402847009,6.472034580776672,5.861704103871647,4.917560038458232,9.879915267397774,10.0,7.8351815260084985,1.5344442052992546,24,7.42,Cyber,1,2.5,3,6
45,3.0429560192651453,7.6561176297866185,4.343412479303202,6.387618016662237,4.372801491282427,3.5362315088990073,4.287637280973222,5.403129408705108,2.364517591636466,4.8027661503084715,5.325021797628616,9.756742083897237,6.280508965851859,7.8220111731153965,5.924559228949944,4.178572814112559,7.901812528647298,8.331562731396026,2.6823203753843603,7.325048601054877,23,6.43,Cyber,1,1.6,3,8
46,4.5603115832105825,8.14216100080561,6.24039711749211,5.987198494793724,7.896411989646699,5.462093864201113,6.215961778232972,3.268792593324651,3.1990682704804247,5.14424894360896,4.028743492926119,7.655118617205186,7.142762881853054,2.9917763611108192,7.279574162245289,5.960901730329136,4.904302111259893,7.012024273651572,6.017749457612523,6.396747911419444,19,8.25,AIML,4,0.7,1,4
47,5.078722458080425,1.8510272979673772,6.9016246726635995,4.997524084999844,4.5863133073708,9.668000836560815,7.993875441603594,2.1990594420866776,6.451808490745722,6.951299317817609,5.434875064358062,7.369591274116691,8.987160571510339,6.006319513269817,8.051910479647153,7.041135051019152,4.843565076257772,7.754035407790806,5.285742033648837,6.3365042594989625,24,7.99,Cyber,4,3.3,3,6
48,8.11424445243783,5.955930271991459,6.419372127148976,6.403774388582965,4.363842025388045,9.57976863110171,3.6500434154553365,3.0130456807604906,6.201332077148476,5.361337732988314,4.763312749816558,2.622991047237469,2.8920480995108786,8.557495541047512,5.527182558412585,4.225823276481063,10.0,7.691108766758556,7.215734471573977,9.236524521572433,19,8.79,IT,3,1.9,3,7
49,6.687236579136923,8.243723009588503,6.915083868009562,8.080053439725376,7.634971561312383,6.97306660555873,2.9352579971158153,5.514570823102466,4.82511439659824,4.837706582845785,9.449554135594333,5.942496170090172,4.469562214392367,6.524364223047873,5.731657738309807,4.7448378253858685,5.327453882057458,4.8480790248142265,5.771638468431718,3.85368522785307,18,7.88,CSE,3,2.2,2,7
50,2.473919689274532,5.62664207537311,6.867495218697071,6.788253020868296,2.764178708419891,5.725882369172595,6.098499871839349,7.26106163265095,10.0,9.957182257988341,10.0,4.696766729637371,8.501362875846707,8.711740066549563,7.2178919907964065,3.5507082513620736,6.728440143066083,7.221441225130979,4.164237012888696,3.646165555925255,19,7.41,DS,4,3.5,1,9
51,6.64816793878959,7.458127290004729,2.4562066355071126,5.757382657220838,1.8575118651128557,6.607803604190167,4.464400766512188,7.302733068785652,10.0,4.900751610669072,2.7288774173130683,2.978606617353994,8.870241182607785,2.9840790569097,1.8038466130209327,3.656433905683918,6.843600070208835,4.06795814968686,10.0,8.21951010760017,25,8.18,CSE,4,2.5,2,7
52,5.229835439167367,6.702330935254168,7.273740316790806,7.856144013321377,5.276815399861307,6.6337046774665795,6.063490548823938,9.175830865078183,5.471233280300553,7.33727935863914,3.046902373466726,3.4557850086950865,3.1841481252630652,5.546849705865994,5.802603367027245,4.906608683559405,2.552228134785234,6.274446142600109,9.089392180194432,5.578247179020732,21,6.71,AIML,2,2.5,3,6
53,4.646155999388083,6.683320463905253,4.657970308675093,4.08029939556741,3.1045864638432894,5.920226495265797,6.640807041219402,6.2033302351417206,7.745913731853477,6.785151353776788,4.481263990736187,7.335960718635048,9.124607195614765,6.24093419797115,6.996164689257265,4.317368996760403,2.5782779671967324,5.027442504662286,6.491622524024558,8.426160487678018,23,7.03,Cyber,2,2.5,3,2
54,7.2233525776817356,5.457370043863405,3.808321673992084,5.550160920889297,3.180641410680702,6.881888039845234,1.7126275421429211,6.472401024657656,7.846332342642005,2.953488136989658,4.620943916641976,4.885317877064478,1.0,7.106339174688291,5.01337287269905,7.600833354476478,7.712629184489764,6.955158368333428,7.184217266379726,7.317460013573087,24,6.91,Cyber,2,2.2,3,9
55,8.061999044991902,3.566838391728581,3.7910963442900076,5.597824128799264,7.146867583375964,6.416453724307127,7.379698855317084,5.499185925943311,8.111746278955154,4.642012233060991,4.449479106603162,3.049933667601191,7.251179037390157,4.29722477059612,4.402779506550656,6.059918933735886,3.905274230419993,4.943520265719532,4.5100411191121506,6.660903715563039,25,8.87,IT,1,1.6,2,3
56,7.862560238232398,3.756939705149945,6.867083220945059,3.5260934831143094,7.751947675825158,5.368055229271373,3.660662994089502,5.596347068527982,4.719829356452192,7.638243413489402,5.611531640912973,4.72740017845267,6.437588570670007,6.831923496040206,5.6953294058751585,8.530278505422693,6.023730111360747,6.150248445768523,6.4176482151010354,5.583472063302257,23,7.4,ECE,3,2.5,0,6
57,4.321564953554723,7.418705028910635,5.554850145550294,5.160251675431285,7.57772843170425,3.609486401232714,5.95530409887062,10.0,9.878898434441075,5.737034428156613,5.106330398556119,6.578932484600792,4.533774715547301,6.987871707852873,4.8301307621559255,8.550471278194063,2.979892827939608,3.991838651794669,10.0,5.494828733228595,24,7.63,Cyber,2,1.1,2,0
58,5.381575248297571,6.038916511037766,2.6360624320291786,1.850080638209394,8.217553320614465,5.079881515559668,4.681235329123139,6.522702874510064,5.862805607531182,3.070120841945961,3.292774814209364,4.65149752210314,4.6569077527185145,5.852989494689709,5.508696275033278,6.030375251151433,5.343082203071584,5.264453283268637,8.479911716811085,9.972766607885463,24,6.81,IT,2,1.6,2,4
59,6.662526862807128,5.722975510785551,6.956075630384567,9.824356095325907,8.482268640029604,7.599037698147193,4.896085970431411,6.696548538188243,6.843984162050222,6.7889763909115155,3.946383518272038,3.5798133826883682,4.73063258431484,6.939879937522109,5.0557721359852685,1.9923609935675506,6.427476145573002,8.327422907200766,3.887953641193781,4.776218683610129,23,7.81,ECE,2,0.5,2,7
60,7.951090254244718,5.152219915355295,3.1207837384023454,4.125172423127374,1.7428195823461383,5.937075551009271,9.387915879235976,3.7097713941660673,6.004087020456621,4.835390709653091,9.092677664419128,4.159589716918001,5.591695158592633,6.632626489004475,9.123272511630567,6.79676795798487,1.879738896551955,2.2868543433827786,6.8088896555387795,8.080812453201517,24,7.47,ECE,4,1.1,2,0
61,5.04165152430942,5.389622309038496,6.279642717036422,9.172228262842623,6.900823919858933,6.60057378317501,6.6385350415913225,6.820844549810136,5.720627655402483,6.871784350956764,5.285103506530634,7.768920555577136,9.972070749183258,4.683248902878784,3.7209449552834917,8.288354396824339,6.108137082699702,6.122342070362356,6.1634844466252625,4.154489811105765,24,9.01,ECE,4,2.6,3,2
62,5.628682046672366,8.093823588976278,6.476997851346108,6.076169011438985,4.9407836008608825,5.433968944591175,7.809376805907181,7.316663958646929,6.556808919875719,10.0,5.182738216748022,1.8442897428998455,7.64620727494775,5.683755957777398,7.669561135872254,7.264917720187758,6.218480899782201,8.809904768951819,7.041251199646238,4.215655023218327,25,7.38,AIML,2,2.6,2,8
63,3.7873300519879436,5.329511836263946,7.77115416339009,7.129728264311918,4.505151508019128,3.8808049899787505,6.301882708405486,8.220620255875732,3.628228852412966,6.764878139946116,2.9591257083450535,5.463944980663804,8.868808260138472,3.5020386879661887,4.825542756359758,6.697501923994347,5.062937549793293,7.785014608179658,9.563938275430413,6.36525231648301,20,8.23,CSE,3,2.7,2,1
64,3.6075867518386584,3.3178705733968625,9.563369572933702,5.022400403298137,7.120829264417411,5.522740570256354,7.240027149309908,7.260169049803003,2.0576939616527015,7.224346032534479,5.073566545391668,5.769699734060515,5.355845690230542,3.008203147444269,6.651631111714992,5.504098772473703,3.7991157571605862,6.170379891213896,4.180715686124816,5.694698800559543,22,6.44,Cyber,1,0.5,0,2
65,7.625051644788396,7.4873035510803465,3.2706473481989167,6.415859383923348,2.5394090402084966,3.955088198501297,6.834756724286904,5.7465235438320335,5.573239047972547,5.492010941892405,7.921804859135165,4.488226789414565,6.460517848114326,6.508664109391561,7.294052924840485,3.64395602294974,5.246789302099918,7.500329127920632,5.596213530586121,7.9217052789614275,25,7.59,IT,3,2.1,2,5
66,8.712480057141645,5.590246672270566,5.895052287873901,7.300979279976872,2.49778278825536,3.8274216527928973,6.508912289373652,5.6611533742735825,4.239144726153461,3.760824684624906,7.191102956938812,4.083722942355732,3.856810725766322,2.211985911875283,9.060799879378585,7.251131486866667,5.249638757737895,4.52873969144435,3.752655813055277,5.445007709322598,25,7.9,Cyber,4,3.1,2,9
67,5.855979756839332,6.062791731065553,5.447329409911565,7.329104828788364,7.267145488163434,8.411273217738819,8.21431181832936,5.855838642462194,7.09500735597328,8.047849839718184,7.622198595947113,7.96685812040244,5.443110558482596,5.516325088502172,6.785839579637087,5.609471965252306,9.849812902728283,7.468560986333054,6.429655602087031,4.962495062152936,24,6.47,DS,2,2.7,3,6
68,8.007065795784047,9.21515661279902,6.867499371921925,7.549546780148715,6.975572035021796,5.159827990131567,6.313010907688541,6.214374087121807,6.867580317423298,4.788321428047432,3.59280584784734,7.960023229504179,4.895000845870933,6.826804852354468,5.207148385914994,6.6243825510452625,5.758333471756251,8.4615899253472,6.215518862810498,3.456535266145877,23,7.76,ECE,1,1.9,0,3
69,6.723272050095268,5.958878885298986,6.431337541867237,5.263334579921647,6.273465311743021,4.517030549079933,10.0,8.535300881612358,6.026960039393404,5.541636598110223,3.5607646331923046,6.210638404248637,6.977278448336414,6.03287992107399,6.131548164598123,4.825817213590254,5.07132650259224,6.471958309491327,10.0,10.0,22,6.29,AIML,3,2.7,3,4
70,4.709760490789751,6.57836734623745,5.29490751452676,5.03928065501729,4.240173190553726,9.235919368761811,7.921063145624876,8.145279098402415,8.96314958110877,9.586951071281183,8.266871444348107,4.913258723243346,4.586291220455016,10.0,9.836953563006524,9.998740300843867,5.75431182402653,8.008063794903833,4.297502811136617,3.037254937920116,18,5.08,DS,4,1.0,3,1
71,6.722791211016828,3.6421530174033494,5.118195622778289,2.811647349464793,7.487659269164249,7.629970070808483,3.7209186045206204,7.50582190745156,5.98754464227406,5.324584482603969,7.652548279735535,6.225244217092347,4.326270136065088,6.853519622985545,6.3269059812493085,6.478084500465876,6.847363024383055,3.9694908728317158,7.81206648818357,10.0,25,7.7,ECE,2,3.0,2,1
72,9.076073132931938,5.56066109529808,3.767098289631905,7.046438022353874,7.360605784120952,5.256981548996324,5.646900582034036,10.0,3.083698314108207,8.430656263615754,5.483074476368706,6.808767324715934,6.792701838490298,5.462799646260795,3.3843515484373223,5.240367991080585,6.77362068426456,3.681686278527317,1.0,7.340856840518171,18,8.6,AIML,3,1.8,3,8
73,5.928347921780097,7.219052090417202,7.975723164813019,8.164757422646886,6.170609030094909,6.855272651104737,6.794155198981336,1.0,5.5527115166911685,6.77495623585087,7.706080536898154,5.776260893998332,5.892966066256358,7.216090479254396,5.2334180818974385,3.7273202305166846,6.899636890047074,7.562939952541258,9.865879072195728,6.900236177503452,25,5.18,IT,2,1.2,3,3
74,9.129287311628012,2.8892525323175153,6.918408363199059,9.23196335983586,3.645357917460457,5.528423363478595,6.088993671424074,5.079882851347938,8.34193553371002,4.893817921226944,3.5940072554924223,6.862706673959178,4.598931882859818,3.3756742366729946,5.18189430440086,3.202617616346762,7.206093558380702,10.0,6.057820489962017,2.9861975385083173,20,8.32,CSE,1,2.0,0,0
75,1.0,6.401690186231419,7.835536395590275,6.610345269161016,5.149503308540987,4.6146406414408006,7.373746837944336,5.977454761771234,2.231490654078914,6.682814626852783,3.51106378440507,5.292751068394026,4.306711737757698,8.000404875922552,7.459936896714037,7.241345025243608,3.0794810468393834,6.181960581083387,6.2785807988325075,7.09269192873061,21,8.72,CSE,2,1.4,2,1
